SiteName,Region,Latitude,Longitude
Stanley Park - Second Beach,Greater Vancouver,49.293936,-123.150021
Locarno Beach West - Event 2,Greater Vancouver,49.27516887,-123.2083654
False Creek at Science World,Greater Vancouver,49.275316,-123.103402
False Creek at Plaza of Nations,Greater Vancouver,49.27584434,-123.1077397
Granville Island Bridge and Ponds,Greater Vancouver,49.269635,-123.135781
Locarno Beach East,Greater Vancouver,49.27572885,-123.2037735
Locarno Beach West,Greater Vancouver,49.27508487,-123.2102966
New Brighton Park - East,Greater Vancouver,49.29025809,-123.0353737
Spanish Banks East,Greater Vancouver,49.276099,-123.21285
Stanley Park - Third Beach,Greater Vancouver,49.303196,-123.156703
Coal Harbour Seawall between Cardero and Burrard,Greater Vancouver,49.29062197,-123.1272125
Stanley Park - Second Beach,Greater Vancouver,49.293936,-123.150021
Habitat Island and Creekside,Greater Vancouver,49.27250888,-123.1105614
Wreck Beach at Trail 6,Greater Vancouver,49.26156,-123.26154
Fraser River Kerr Street,Greater Vancouver,49.205443,-123.0445146
False Creek at Charleson Park,Greater Vancouver,49.267696,-123.125327
Sunset Beach - Vancouver Aquatic Centre,Greater Vancouver,49.276449,-123.136278
Stanley Park - Brockton Point to Royal Vancouver Yacht Club,Greater Vancouver,49.297836,-123.121865
Deadman's Island Seawall,Greater Vancouver,49.29787093,-123.1245947
New Brighton Park - West,Greater Vancouver,49.29174157,-123.0398369
Locarno Beach West - Event 2,Greater Vancouver,49.27516887,-123.2083654
English Bay Beach Park Lane to Bidwell St - Event 3,Greater Vancouver,49.28664718,-123.1431341
Queen Elizabeth Park & Ponds,Greater Vancouver,49.242439,-123.114875
Queen Elizabeth Park & Ponds - Event 2,Greater Vancouver,49.24169857,-123.1131363
Coal Harbour Seawall between Cardero and Burrard - Event 2,Greater Vancouver,49.29143368,-123.1278992
Jericho Beach East - Event 2,Greater Vancouver,49.27200487,-123.1922722
Trout Lake in John Hendry Park (South Side),Greater Vancouver,49.254416,-123.061967
Between 2nd and 3rd Beaches - Event 2,Greater Vancouver,49.29708731,-123.1537342
Point Grey Beach,Greater Vancouver,49.279084,-123.232666
Vanier Park,Greater Vancouver,49.27712877,-123.1405163
Renfrew Ravine Park,Greater Vancouver,49.248593,-123.043876
Jericho Beach West,Greater Vancouver,49.275488,-123.200413
Park next to Transit Depot,Greater Vancouver,49.20038259,-123.1363535
Stanley Park Second Beach between Lagoon Drive and Park Lane,Greater Vancouver,49.29176956,-123.1486166
Spanish Banks Center - Event 2,Greater Vancouver,49.27696078,-123.2186222
Burrard Civic Marina,Greater Vancouver,49.27502887,-123.1390572
Devonian Harbour Park - Event 2,Greater Vancouver,49.29487632,-123.1341219
Lost Lagoon,Greater Vancouver,49.295549,-123.141103
"Fraser River, North Arm at Elliott Street",Greater Vancouver,49.205841,-123.062513
Brockton Point - Event 2,Greater Vancouver,49.30038963,-123.1167841
Acadia Beach West Side - Event 2,Greater Vancouver,49.27964853,-123.2443285
English Bay Beach Park Lane to Bidwell St,Greater Vancouver,49.288453,-123.143671
West of Cambie Bridge to Charleson Park,Greater Vancouver,49.268716,-123.1177711
Spanish Bank Creek,Greater Vancouver,49.27743675,-123.224287
Fraser River Park,Greater Vancouver,49.20719622,-123.1511164
Kitsilano Beach Park - Event 2,Greater Vancouver,49.27558886,-123.1536055
Captain Cook Park,Greater Vancouver,49.21812971,-123.0335283
Trout Lake in John Hendry Park (South Side) - Event 2,Greater Vancouver,49.25455721,-123.0609941
Wreck Beach-Trail 7,Greater Vancouver,49.25105573,-123.2487488
Jericho Beach East,Greater Vancouver,49.27217287,-123.1914568
Granville Island Bridge and Ponds - Event 2,Greater Vancouver,49.26934471,-123.1354523
Hadden Park - Event 2,Greater Vancouver,49.27813669,-123.1475973
Fraser River Foreshore Riverfront Path,Greater Vancouver,49.22118504,-123.1914139
Kitsilano Beach Park - Event 3,Greater Vancouver,49.27533686,-123.1539059
Canada Place Waterfront - Event 2,Greater Vancouver,49.28821474,-123.1159258
Spanish Bank Creek - Event 2,Greater Vancouver,49.27746475,-123.2252741
Stanley Park Brockton Point to Girl in a Wetsuit Statue - Event 2,Greater Vancouver,49.3008094,-123.1235647
Beaver Lake and Creek - Event 2,Greater Vancouver,49.30483901,-123.1380701
False Creek at Science World - Event 2,Greater Vancouver,49.27460888,-123.1036091
Stanley Park - Second Beach - Event 2,Greater Vancouver,49.29473638,-123.1502151
Kerrisdale Station and Boulevard,Greater Vancouver,49.23107856,-123.1581974
English Bay Beach Park Lane to Bidwell St - Event 4,Greater Vancouver,49.28726301,-123.1433058
Locarno Beach East - Event 2,Greater Vancouver,49.27564485,-123.2043743
Point Grey Shoreline From Kits Pool to Balaclava Street - Event 2,Greater Vancouver,49.27172486,-123.1702137
Devonian Harbour Park - Event 3,Greater Vancouver,49.29518418,-123.1348515
False Creek (North-Central) - Event 2,Greater Vancouver,49.27074481,-123.1262255
Devonian Harbour Park - Event 4,Greater Vancouver,49.29518418,-123.1344223
Kitsilano Beach Park - Event 4,Greater Vancouver,49.27595284,-123.1530046
Between 2nd and 3rd Beaches,Greater Vancouver,49.29736718,-123.1539488
Granville Island Bridge and Ponds,Greater Vancouver,49.269635,-123.135781
TransCanada Trail from Willingdon Ave to Ironworkers Memorial Bridge,Greater Vancouver,49.292217,-123.026276
Jericho Beach East,Greater Vancouver,49.27217287,-123.1914568
Acadia Beach West Side,Greater Vancouver,49.279528,-123.243164
Spanish Banks East,Greater Vancouver,49.276099,-123.21285
Spanish Banks Center,Greater Vancouver,49.276682,-123.219919
Locarno Beach West,Greater Vancouver,49.27508487,-123.2102966
False Creek at Charleson Park - Event 2,Greater Vancouver,49.26755252,-123.1248093
Stanley Park - Third Beach,Greater Vancouver,49.303196,-123.156703
Trafalger St Coastline,Greater Vancouver,49.27354489,-123.164978
Stanley Park Second Beach between Lagoon Drive and Park Lane,Greater Vancouver,49.29176956,-123.1486166
West of Cambie Bridge to Charleson Park,Greater Vancouver,49.268716,-123.1177711
Habitat Island and Creekside,Greater Vancouver,49.27250888,-123.1105614
False Creek (North-Central),Greater Vancouver,49.270628,-123.125601
Brockton Point,Greater Vancouver,49.300795,-123.117063
Vanier Park,Greater Vancouver,49.27712877,-123.1405163
Jericho Beach Ponds ONLY,Greater Vancouver,49.270554,-123.194275
Trans Canada Trail from Second Narrows West,Greater Vancouver,49.29084589,-123.0284643
New Brighton Park - East,Greater Vancouver,49.29025809,-123.0353737
False Creek at Plaza of Nations,Greater Vancouver,49.27584434,-123.1077397
Stanley Park - Lumberman's Arch to Lions Gate,Greater Vancouver,49.307134,-123.135667
Prospect Point Picnic Site,Greater Vancouver,49.31046313,-123.1488419
Stanley Park Brockton Point to Girl in a Wetsuit Statue,Greater Vancouver,49.301138,-123.1243586
Burrard Inlet at Portside Park,Greater Vancouver,49.284992,-123.102375
Beaver Lake and Creek,Greater Vancouver,49.305237,-123.1386709
Acadia Beach Doggie Park and Beach,Greater Vancouver,49.279732,-123.2411742
Stanley Park - Third Beach - Event 2,Greater Vancouver,49.3043913,-123.1568241
Stanley Park Stream - Event 2,Greater Vancouver,49.3000818,-123.131547
Fraser River Park,Greater Vancouver,49.20719622,-123.1511164
Fraser River Park West,Greater Vancouver,49.21089705,-123.1552792
Everett Crowley Park,Greater Vancouver,49.211978,-123.033514
Kitsilano Beach Park - Event 2,Greater Vancouver,49.27558886,-123.1536055
False Creek from Spruce St to Granville St (South Side),Greater Vancouver,49.2673565,-123.1316757
Captain Cook Park,Greater Vancouver,49.21812971,-123.0335283
Locarno Beach West - Event 2,Greater Vancouver,49.27516887,-123.2083654
Granville Island Bridge and Ponds - Event 2,Greater Vancouver,49.26934471,-123.1354523
Jericho Beach Park and Ponds - Event 2,Greater Vancouver,49.27102483,-123.1969929
False Creek at Charleson Park,Greater Vancouver,49.267696,-123.125327
Burrard Civic Marina,Greater Vancouver,49.27502887,-123.1390572
New Brighton Park - West,Greater Vancouver,49.29174157,-123.0398369
Deadman's Island Seawall,Greater Vancouver,49.29787093,-123.1245947
Langara,Greater Vancouver,49.2245485,-123.1115913
Spanish Bank Creek,Greater Vancouver,49.27743675,-123.224287
Stanley Park - Brockton Point to Royal Vancouver Yacht Club - Event 2,Greater Vancouver,49.29823475,-123.1215477
False Creek at Science World,Greater Vancouver,49.275316,-123.103402
False Creek (North-Central) - Event 2,Greater Vancouver,49.27074481,-123.1262255
Devonian Harbour Park,Greater Vancouver,49.294501,-123.13378
Coal Harbour Seawall between Cardero and Burrard,Greater Vancouver,49.29062197,-123.1272125
Coal Harbour,Greater Vancouver,49.297823,-123.130406
Lost Lagoon,Greater Vancouver,49.295549,-123.141103
English Bay Beach Park Lane to Bidwell St,Greater Vancouver,49.288453,-123.143671
English Bay Beach Park Lane to Bidwell St - Event 2,Greater Vancouver,49.28801879,-123.1433058
Vanier Park - Event 2,Greater Vancouver,49.2780247,-123.1424046
Point Grey Road Shoreline - between Balaclava Stairs and Dunbar,Greater Vancouver,49.27260688,-123.1810927
False Creek (North-Central) - Event 3,Greater Vancouver,49.2706328,-123.1266546
Point Grey Shoreline From Kits Pool to Balaclava Street - Event 2,Greater Vancouver,49.27172486,-123.1702137
Coal Harbour Seawall between Cardero and Burrard - Event 2,Greater Vancouver,49.29143368,-123.1278992
English Bay Beach Park Lane to Bidwell St - Event 3,Greater Vancouver,49.28664718,-123.1431341
Stanley Park Girl in a Wetsuit Statue to Lumberman's Arch - Event 18,Greater Vancouver,49.30288022,-123.1299162
English Bay Beach From Bidwell to Bute St. - Event 2,Greater Vancouver,49.28258808,-123.1419754
Stanley Park - Second Beach,Greater Vancouver,49.293936,-123.150021
Stanley Park Second Beach between Lagoon Drive and Park Lane - Event 2,Greater Vancouver,49.29140569,-123.148241
Point Grey Shoreline From Kits Pool to Balaclava Street - Event 4,Greater Vancouver,49.27239688,-123.1676817
Spanish Banks East_- Event 2,Greater Vancouver,49.27623283,-123.2135153
Hadden Park - Event 2,Greater Vancouver,49.27813669,-123.1475973
English Bay Beach Park Lane to Bidwell St - Event 4,Greater Vancouver,49.28726301,-123.1433058
Celebration of Light at Sunset Beach - Night 1,Greater Vancouver,49.2806284,-123.1400871
Celebration of Light at Sunset Beach - Night 2,Greater Vancouver,49.27976051,-123.1398296
Celebration of Light at Sunset Beach - Night 3,Greater Vancouver,49.27992849,-123.1395292
Renfrew Ravine Park,Greater Vancouver,49.248593,-123.043876
Sunset Beach - Vancouver Aquatic Centre,Greater Vancouver,49.276449,-123.136278
False Creek at Charleson Park,Greater Vancouver,49.267696,-123.125327
Granville Island Bridge and Ponds,Greater Vancouver,49.269635,-123.135781
Fraser River Kerr Street,Greater Vancouver,49.205443,-123.0445146
English Bay Beach Park Lane to Bidwell St,Greater Vancouver,49.288453,-123.143671
Locarno Beach West,Greater Vancouver,49.27508487,-123.2102966
False Creek at Plaza of Nations,Greater Vancouver,49.27584434,-123.1077397
Jericho Beach East,Greater Vancouver,49.27217287,-123.1914568
Stanley Park - Brockton Point to Royal Vancouver Yacht Club,Greater Vancouver,49.297836,-123.121865
Jericho Beach West - Event 2,Greater Vancouver,49.27578485,-123.2011986
Stanley Park Girl in a Wetsuit Statue to Lumberman's Arch,Greater Vancouver,49.303537,-123.1308281
False Creek at Science World,Greater Vancouver,49.275316,-123.103402
Devonian Harbour Park,Greater Vancouver,49.294501,-123.13378
Trout Lake in John Hendry Park (South Side),Greater Vancouver,49.254416,-123.061967
New Brighton Park - West,Greater Vancouver,49.29174157,-123.0398369
English Bay Beach From Bidwell to Bute St.,Greater Vancouver,49.281636,-123.14131
Between 2nd and 3rd Beaches,Greater Vancouver,49.29736718,-123.1539488
Coal Harbour Seawall between Cardero and Burrard,Greater Vancouver,49.29062197,-123.1272125
Stanley Park Brockton Point to Girl in a Wetsuit Statue,Greater Vancouver,49.301138,-123.1243586
Oxford Park,Greater Vancouver,49.28695509,-123.0624962
Trans Canada Trail from Second Narrows West,Greater Vancouver,49.29084589,-123.0284643
Stanley Park Stream,Greater Vancouver,49.29971799,-123.1317186
Langara,Greater Vancouver,49.2245485,-123.1115913
Stanley Park - Lumberman's Arch to Lions Gate,Greater Vancouver,49.307134,-123.135667
Lost Lagoon,Greater Vancouver,49.295549,-123.141103
Coopers Park,Greater Vancouver,49.27316689,-123.1135011
West of Cambie Bridge to Charleson Park,Greater Vancouver,49.268716,-123.1177711
Canada Place Waterfront,Greater Vancouver,49.28801879,-123.1152821
Burrard Civic Marina,Greater Vancouver,49.27502887,-123.1390572
False Creek from Spruce St to Granville St (South Side),Greater Vancouver,49.2673565,-123.1316757
"Fraser River, North Arm at Elliott Street",Greater Vancouver,49.205841,-123.062513
Kerrisdale Station and Boulevard,Greater Vancouver,49.23107856,-123.1581974
Spanish Banks Center - Event 3,Greater Vancouver,49.27654081,-123.2179785
Jericho Beach East - Event 2,Greater Vancouver,49.27200487,-123.1922722
Jericho Beach Park and Ponds - Event 2,Greater Vancouver,49.27102483,-123.1969929
Jericho Beach West - Event 3,Greater Vancouver,49.27528087,-123.2011557
Locarno Beach East - Event 2,Greater Vancouver,49.27564485,-123.2043743
Locarno Beach West - Event 2,Greater Vancouver,49.27516887,-123.2083654
New Brighton Park - East,Greater Vancouver,49.29025809,-123.0353737
Jericho Beach Park and Ponds,Greater Vancouver,49.27150085,-123.1993532
W Kent Ave - Cambie to Shaughnessy,Greater Vancouver,49.20528962,-123.1219339
W Kent Ave - Cambie to Shaughnessy - Event 2,Greater Vancouver,49.20495315,-123.122921
Stanley Park Girl in a Wetsuit Statue to Lumberman's Arch - Event 3,Greater Vancouver,49.30316005,-123.1302166
Coal Harbour,Greater Vancouver,49.297823,-123.130406
Devonian Harbour Park - Event 2,Greater Vancouver,49.29487632,-123.1341219
Tower Beach Trail 3,Greater Vancouver,49.273971,-123.2569241
Acadia Beach West Side,Greater Vancouver,49.279528,-123.243164
Wreck Beach at Trail 6,Greater Vancouver,49.26156,-123.26154
Acadia Beach West Side,Greater Vancouver,49.279528,-123.243164
Stanley Park - Second Beach,Greater Vancouver,49.293936,-123.150021
Stanley Park Second Beach between Lagoon Drive and Park Lane,Greater Vancouver,49.29176956,-123.1486166
Locarno Beach East,Greater Vancouver,49.27572885,-123.2037735
Habitat Island and Creekside,Greater Vancouver,49.27250888,-123.1105614
Stanley Park Girl in a Wetsuit Statue to Lumberman's Arch - Event 2,Greater Vancouver,49.3030761,-123.1302166
Stanley Park Girl in a Wetsuit Statue to Lumberman's Arch - Event 3,Greater Vancouver,49.30316005,-123.1302166
Coal Harbour Seawall between Cardero and Burrard,Greater Vancouver,49.29062197,-123.1272125
Coal Harbour,Greater Vancouver,49.297823,-123.130406
Stanley Park - Brockton Point to Royal Vancouver Yacht Club,Greater Vancouver,49.297836,-123.121865
Lost Lagoon,Greater Vancouver,49.295549,-123.141103
English Bay Beach Park Lane to Bidwell St,Greater Vancouver,49.288453,-123.143671
Sunset Beach - Vancouver Aquatic Centre,Greater Vancouver,49.276449,-123.136278
Trout Lake in John Hendry Park (South Side),Greater Vancouver,49.254416,-123.061967
Beaver Lake and Creek,Greater Vancouver,49.305237,-123.1386709
Stanley Park - Third Beach,Greater Vancouver,49.303196,-123.156703
Park next to Transit Depot,Greater Vancouver,49.20038259,-123.1363535
Prospect Point Picnic Site,Greater Vancouver,49.31046313,-123.1488419
Spanish Banks Beach Park to West Concession,Greater Vancouver,49.278447,-123.235133
Spanish Banks Center,Greater Vancouver,49.276682,-123.219919
Captain Cook Park,Greater Vancouver,49.21812971,-123.0335283
Kitsilano Beach Park - Event 2,Greater Vancouver,49.27558886,-123.1536055
Lost Lagoon - Event 3,Greater Vancouver,49.29543607,-123.1399155
Canada Place Waterfront,Greater Vancouver,49.28801879,-123.1152821
Coopers Park,Greater Vancouver,49.27316689,-123.1135011
Vanier Park,Greater Vancouver,49.27712877,-123.1405163
West of Cambie Bridge to Charleson Park,Greater Vancouver,49.268716,-123.1177711
Stanley Park - Second Beach - Event 2,Greater Vancouver,49.29473638,-123.1502151
Stanley Park Girl in a Wetsuit Statue to Lumberman's Arch,Greater Vancouver,49.303537,-123.1308281
Stanley Park Girl in a Wetsuit Statue to Lumberman's Arch - Event 4,Greater Vancouver,49.303244,-123.1304312
Stanley Park Girl in a Wetsuit Statue to Lumberman's Arch - Event 6,Greater Vancouver,49.30296417,-123.1299162
Stanley Park Girl in a Wetsuit Statue to Lumberman's Arch - Event 7,Greater Vancouver,49.30293618,-123.130002
Stanley Park Girl in a Wetsuit Statue to Lumberman's Arch - Event 8,Greater Vancouver,49.30318803,-123.1305599
Stanley Park Girl in a Wetsuit Statue to Lumberman's Arch - Event 9,Greater Vancouver,49.3034119,-123.1307316
Stanley Park Girl in a Wetsuit Statue to Lumberman's Arch - Event 10,Greater Vancouver,49.30321602,-123.1302595
Coal Harbour - Event 3,Greater Vancouver,49.297731,-123.1297874
Stanley Park Girl in a Wetsuit Statue to Lumberman's Arch - Event 5,Greater Vancouver,49.30302013,-123.1299591
Between 2nd and 3rd Beaches,Greater Vancouver,49.29736718,-123.1539488
Locarno Beach West - Event 2,Greater Vancouver,49.27516887,-123.2083654
Stanley Park Second Beach between Lagoon Drive and Park Lane - Event 2,Greater Vancouver,49.29140569,-123.148241
Devonian Harbour Park - Event 2,Greater Vancouver,49.29487632,-123.1341219
Stanley Park Brockton Point to Girl in a Wetsuit Statue - Event 2,Greater Vancouver,49.3008094,-123.1235647
False Creek at Plaza of Nations,Greater Vancouver,49.27584434,-123.1077397
False Creek at Science World - Event 2,Greater Vancouver,49.27460888,-123.1036091
Devonian Harbour Park - Event 3,Greater Vancouver,49.29518418,-123.1348515
Jericho Beach West,Greater Vancouver,49.275488,-123.200413
Jericho Beach Park and Ponds,Greater Vancouver,49.27150085,-123.1993532
Kitsilano Beach Park,Greater Vancouver,49.276359,-123.152833
Fraser River Kerr Street,Greater Vancouver,49.205443,-123.0445146
Locarno Beach West - Event 3,Greater Vancouver,49.27491688,-123.2093954
Jericho Beach East,Greater Vancouver,49.27217287,-123.1914568
Point Grey Shoreline From Kits Pool to Balaclava Street - Event 2,Greater Vancouver,49.27172486,-123.1702137
Spanish Banks Beach Park to West Concession - Event 2,Greater Vancouver,49.27914459,-123.2339001
Devonian Harbour Park,Greater Vancouver,49.294501,-123.13378
Tower Beach Trail 3,Greater Vancouver,49.273971,-123.2569241
Colquitz Creek between Burnside Rd. West & Mackenzie Ave.,Vancouver Island,48.4598887,-123.3949614
Ross Bay,Vancouver Island,48.408339,-123.34498
Glencoe Cove-Kwatsech Park,Vancouver Island,48.48751492,-123.3023071
Finnerty Park at Arbutus Cove,Vancouver Island,48.47565257,-123.3005905
CFB Esquimalt,Vancouver Island,48.4305674,-123.4343147
Holland Point/Holland Point Park,Vancouver Island,48.40917,-123.376322
Cecelia Creek including Cecelia Ravine Park,Vancouver Island,48.442689,-123.379466
Gonzales Bay Beach,Vancouver Island,48.41122886,-123.3299446
Ogden Point Breakwater and East,Vancouver Island,48.413352,-123.380602
Cordova Bay Beach/Park (North),Vancouver Island,48.519406,-123.366546
Gorge Waterway from Bay St Bridge to Tillicum St Bridge,Vancouver Island,48.4388175,-123.3794796
Gorge Waterway at Banfield Park,Vancouver Island,48.437835,-123.386644
South of Willows Beach,Vancouver Island,48.42982703,-123.3050966
Devonian Regional Park,Vancouver Island,48.36266498,-123.5345221
Clover Point Park,Vancouver Island,48.406586,-123.353776
Beacon Hill Park/Finlayson Point,Vancouver Island,48.40696,-123.363581
Lime Bay Park,Vancouver Island,48.428521,-123.384127
Hollywood Crescent Headlands,Vancouver Island,48.40813,-123.3315968
Upper Harbour at Bay Street Bridge,Vancouver Island,48.433457,-123.378385
Discovery Island Marine Park,Vancouver Island,48.42942837,-123.2334709
Barclay Point - Inner Harbour,Vancouver Island,48.432343,-123.371081
Beacon Hill Park/Finlayson Point,Vancouver Island,48.40696,-123.363581
Devonian Regional Park,Vancouver Island,48.36266498,-123.5345221
Gorge Waterway from Bay St Bridge to Tillicum St Bridge,Vancouver Island,48.4388175,-123.3794796
Gonzales Bay Beach,Vancouver Island,48.41122886,-123.3299446
Holland Point/Holland Point Park,Vancouver Island,48.40917,-123.376322
Cecelia Creek including Cecelia Ravine Park,Vancouver Island,48.442689,-123.379466
Ross Bay,Vancouver Island,48.408339,-123.34498
Clover Point Park,Vancouver Island,48.406586,-123.353776
Cordova Bay Beach/Park (North),Vancouver Island,48.519406,-123.366546
Cadboro Gyro Park at Cadboro Bay,Vancouver Island,48.458674,-123.293673
Ogden Point Breakwater and East,Vancouver Island,48.413352,-123.380602
South of Willows Beach,Vancouver Island,48.42982703,-123.3050966
Tsehum Harbour,Vancouver Island,48.66678971,-123.411355
Devonian Regional Park,Vancouver Island,48.36266498,-123.5345221
Colquitz Creek between Burnside Rd. West & Mackenzie Ave.,Vancouver Island,48.4598887,-123.3949614
Gorge Waterway at Banfield Park,Vancouver Island,48.437835,-123.386644
Beacon Hill Park/Finlayson Point,Vancouver Island,48.40696,-123.363581
Upper Harbour at Bay Street Bridge,Vancouver Island,48.433457,-123.378385
Holland Point/Holland Point Park,Vancouver Island,48.40917,-123.376322
Cordova Bay Beach/Park (North),Vancouver Island,48.519406,-123.366546
Gorge Waterway from Bay St Bridge to Tillicum St Bridge,Vancouver Island,48.4388175,-123.3794796
Clover Point Park,Vancouver Island,48.406586,-123.353776
Beacon Hill Park/Finlayson Point,Vancouver Island,48.40696,-123.363581
Ogden Point Breakwater and East,Vancouver Island,48.413352,-123.380602
Gorge Waterway at Banfield Park,Vancouver Island,48.437835,-123.386644
Ross Bay - Event 2,Vancouver Island,48.40778189,-123.3459949
Clover Point Peninsula to Beacon Hill,Vancouver Island,48.40379338,-123.3492136
Cadboro Gyro Park at Cadboro Bay,Vancouver Island,48.458674,-123.293673
Gonzales Bay Beach,Vancouver Island,48.41122886,-123.3299446
Gonzales Bay Beach - Event 2,Vancouver Island,48.41142826,-123.329258
Finnerty Park at Arbutus Cove,Vancouver Island,48.47565257,-123.3005905
Ross Bay,Vancouver Island,48.408339,-123.34498
"Maplebank, Songhees Reserve",Vancouver Island,48.44184244,-123.4354091
Glencoe Cove-Kwatsech Park,Vancouver Island,48.48751492,-123.3023071
Devonian Regional Park,Vancouver Island,48.36266498,-123.5345221
Songhees Walkway - between Cooperage Pl & Johnson St Bridge,Vancouver Island,48.42638133,-123.3752632
Gonzales Bay Beach - Event 3,Vancouver Island,48.41148523,-123.3281851
Cadboro Gyro Park at Cadboro Bay - Event 2,Vancouver Island,48.45920567,-123.2921362
CFB Esquimalt,Vancouver Island,48.4305674,-123.4343147
Ogden Point Breakwater and East,Vancouver Island,48.413352,-123.380602
Beacon Hill Park/Finlayson Point,Vancouver Island,48.40696,-123.363581
Songhees Walkway - between Cooperage Pl & Johnson St Bridge,Vancouver Island,48.42638133,-123.3752632
Gorge Waterway at Banfield Park,Vancouver Island,48.437835,-123.386644
Holland Point/Holland Point Park,Vancouver Island,48.40917,-123.376322
Fisherman's Wharf and Shoal Point,Vancouver Island,48.42245123,-123.3826017
Clover Point Park,Vancouver Island,48.406586,-123.353776
Clover Point Peninsula to Beacon Hill,Vancouver Island,48.40379338,-123.3492136
Gorge Waterway from Bay St Bridge to Tillicum St Bridge,Vancouver Island,48.4388175,-123.3794796
Gonzales Bay Beach,Vancouver Island,48.41122886,-123.3299446
Lime Bay Park,Vancouver Island,48.428521,-123.384127
Clover Point Peninsula to Beacon Hill,Vancouver Island,48.40379338,-123.3492136
Ross Bay,Vancouver Island,48.408339,-123.34498
Clover Point Park,Vancouver Island,48.406586,-123.353776
Cecelia Creek including Cecelia Ravine Park,Vancouver Island,48.442689,-123.379466
Gorge Waterway at Banfield Park,Vancouver Island,48.437835,-123.386644
Holland Point/Holland Point Park,Vancouver Island,48.40917,-123.376322
Hollywood Crescent Headlands,Vancouver Island,48.40813,-123.3315968
Rock Bay Land Cleanup,Vancouver Island,48.43439721,-123.3688796
Fisherman's Wharf and Shoal Point,Vancouver Island,48.42245123,-123.3826017
Holland Point/Holland Point Park - Event 2,Vancouver Island,48.40966208,-123.3772373
Holland Point/Holland Point Park - Event 3,Vancouver Island,48.41023183,-123.3778381
Holland Point/Holland Point Park - Event 4,Vancouver Island,48.41094399,-123.3781815
South of Willows Beach,Vancouver Island,48.42982703,-123.3050966
Cadboro Gyro Park at Cadboro Bay,Vancouver Island,48.458674,-123.293673
Glencoe Cove-Kwatsech Park,Vancouver Island,48.48751492,-123.3023071
Ogden Point Breakwater and East,Vancouver Island,48.413352,-123.380602
Fisherman's Wharf and Shoal Point,Vancouver Island,48.42245123,-123.3826017
Gorge Waterway at Banfield Park,Vancouver Island,48.437835,-123.386644
Beacon Hill Park/Finlayson Point,Vancouver Island,48.40696,-123.363581
Gonzales Bay Beach - Event 3,Vancouver Island,48.41148523,-123.3281851
Gonzales Bay Beach - Event 2,Vancouver Island,48.41142826,-123.329258
Cadboro Gyro Park at Cadboro Bay,Vancouver Island,48.458674,-123.293673
Finnerty Park at Arbutus Cove,Vancouver Island,48.47565257,-123.3005905
Thetis Lakes in Thetis Lake Regional Park,Vancouver Island,48.46498261,-123.4684324
Thetis Lakes in Thetis Lake Regional Park,Vancouver Island,48.46498261,-123.4684324
Thetis Lakes in Thetis Lake Regional Park,Vancouver Island,48.46498261,-123.4684324
Thetis Lakes in Thetis Lake Regional Park,Vancouver Island,48.46498261,-123.4684324
Thetis Lakes in Thetis Lake Regional Park,Vancouver Island,48.46498261,-123.4684324
Thetis Lakes in Thetis Lake Regional Park,Vancouver Island,48.46498261,-123.4684324
South Beach Haida Gwaii - Sangan River to Yakan Point,North Coast,54.05576051,-131.8668365
Ambleside Park/Beach (West),Greater Vancouver,49.324166,-123.150665
Capilano River (Lower) from Marine Drive to river Mouth,Greater Vancouver,49.323826,-123.134809
Sandy Cove at Sandy Cove Park,Greater Vancouver,49.340527,-123.226471
Larson Bay at Kettle Point,Greater Vancouver,49.36274,-123.285655
Sandy Cove at DFO Waterfront,Greater Vancouver,49.340667,-123.23188
Ambleside Park/Beach (East),Greater Vancouver,49.322524,-123.145967
Ambleside landing,Greater Vancouver,49.32639464,-123.1546569
John Lawson Beach/Park,Greater Vancouver,49.32673,-123.160019
Bellevue Waterfront,Greater Vancouver,49.3349807,-123.1905341
Hay Park,Greater Vancouver,49.3346591,-123.1621027
Lighthouse Park West,Greater Vancouver,49.33338666,-123.2680607
Ansell Place/Citrus Wynd,Greater Vancouver,49.39692645,-123.2514954
Eagle Harbour Beach,Greater Vancouver,49.354719,-123.271474
Caufield Cove,Greater Vancouver,49.338656,-123.254489
Horseshoe Bay Park,Greater Vancouver,49.375274,-123.275157
Stearman's Beach,Greater Vancouver,49.338771,-123.241469
Bowen Bay,Greater Vancouver,49.36504804,-123.4243584
Capilano River at Klahanie Park,Greater Vancouver,49.327857,-123.12942
Altamont Beach Park,Greater Vancouver,49.337303,-123.197532
Erwin Park,Greater Vancouver,49.33830844,-123.2380414
West Lake,Greater Vancouver,49.377609,-123.1728959
Brother's Creek,Greater Vancouver,49.354488,-123.15289
Copper Cove Beach,Greater Vancouver,49.37820982,-123.2796586
Ambleside Park/Beach (West),Greater Vancouver,49.324166,-123.150665
Ambleside Park/Beach (East),Greater Vancouver,49.322524,-123.145967
Bellevue Waterfront,Greater Vancouver,49.3349807,-123.1905341
Ambleside landing,Greater Vancouver,49.32639464,-123.1546569
John Lawson Beach/Park,Greater Vancouver,49.32673,-123.160019
Whyte Cove at Whytecliffe Park,Greater Vancouver,49.372125,-123.291256
Sandy Cove at Sandy Cove Park,Greater Vancouver,49.340527,-123.226471
Sandy Cove at DFO Waterfront,Greater Vancouver,49.340667,-123.23188
Altamont Beach Park,Greater Vancouver,49.337303,-123.197532
